Phrase_ID,Source_Dataset,Resume_ID,Category_or_Label,Phrase,Word_Count
P006377,resume_classification_phrases,DS2_00195,2,Looking to bring strong analytical and problem-solving skills to an industry-leading software company.,11
P006378,sales_phrases,69155584,SALES,Looking to join a team of hardworking individuals working towards the same goal.,13
P006379,sales_phrases,26932091,SALES,"Loop to ground, Trunk to Pots.",6
P006380,resume_classification_phrases,DS2_00546,16,Loss Prevention measures taken daily by daily self audits and weekly shakedowns of stockroom Work closely with management to maximize sales and generate new customers Provide exceptional customer service needs.,30
P006381,resume_classification_phrases,DS2_00186,19,Loss Responsibility Budget administration/Development Expense Control,5
P006382,resume_classification_phrases,DS2_00250,19,"Low latency solutions design, engineering and implementation.",7
P006383,resume_classification_phrases,DS2_00148,15,Ltd. As an Account Cum Finance Manager since Last 4 Years and 1 Months Business : Maruti Suzuki Authorised Dealer Trading and Services.,21
P006384,resume_classification_phrases,DS2_00528,19,"Lundgren Management, Project: Commercial/ Public Works Valencia, CA Managed, coordinated and scheduled prime contractors for an elementary school infrastructure project.",19
P006385,resume_classification_phrases,DS2_00662,15,"M647 Fellow Member of Chartered Institute of Cost and Management Accountants of Nigeria Cost and Management Accountant (FCMA), Membership No.",20
P006386,resume_classification_phrases,DS2_00544,21,MANAGEMENT CONSULTANT Skills Microsoft Office Suite,6
P006387,resume_classification_phrases,DS2_00018,17,MANAGER ENGINEERING MANUFACTURING SYSTEMS ENGINEERING MANAGER Summary Personable Engineering Manager successful at building strong cross sector professional relationships.,18
P006388,resume_classification_phrases,DS2_00275,15,"MANAGER OF FINANCE Professional Summary Highly motivated individual with demonstrated proficiency in listening to clients needs, and formulating the tactical plan to achieve the best results for all parties involved.",30
P006389,resume_classification_phrases,DS2_00423,21,"MANAGER OF GOLF OPERATIONS Career Focus Innovative and creative business leader with a proven track record in managing business operations on a large scale from conception to launch, while driving brand growth and improving sales.",35
P006390,resume_classification_phrases,DS2_00002,16,"MANAGER Summary Over twenty-five years Management experience in Vendor Compliance, Product Integrity/Quality, Customer Support/Sales and Business Office Management.",15
P006391,resume_classification_phrases,DS2_00194,21,"MANAGER, ADVISORY, PERFORMANCE IMPROVEMENT Career Overview Experienced Solution Architect and System z Mainframe Technology Evangelist with over 12 years of IT industry experience focusing on large Banking & Financial Services and Government clients across ASEAN region.",35
P006392,resume_classification_phrases,DS2_00483,12,"MANAGER, PAID MEDIA Professional Summary I am a digital and product marketing professional with 13 years of experience, helping businesses increase their brand presence, engage with their customers and generate revenue throughout the customer lifecycle.",35
P006393,resume_classification_phrases,DS2_00181,5,MANAGERIAL SKILLS Comprehensive understanding of the internal processes and organizational structure of businesses.,13
P006394,resume_classification_phrases,DS2_00525,20,MARKETING COORDINATOR Professional Profile Results-oriented Marketing proffesional who drives company growth through creative and innovative marketing strategies.,16
P006395,resume_classification_phrases,DS2_00379,20,"MARKETING Oversaw all marketing efforts and marketing research, including leading an integrated marketing team and the development and production of television and radio commercials and print advertising.",27
P006396,resume_classification_phrases,DS2_00502,2,"MASTER DATA MANAGER Experience Master Data Manager , 01/2019 to Current Company Name – City , State Aligning 100+ supply chain-related master data attributes to ensure the following guidelines are met:.",25
P006397,sales_phrases,13178604,SALES,"MERCHANDISER, SALES Summary [Job Title] equipped with the excellent negotiation skills, market insight and business acumen necessary to guide struggling and newly-formed companies to financial success.",25
P006398,resume_classification_phrases,DS2_00520,16,MERCHANDISING AUDIENCE LEAD MICROSOFT US ONLINE STORE Summary Sr. E-commerce Merchandiser specializing in audience program development and targeted marketing campaigns.,18
P006399,resume_classification_phrases,DS2_00417,15,MIS & Budgets: Preparing Management Information statements and submitting to Management.,10
P006400,resume_classification_phrases,DS2_00583,0,"MIS Reports, coordinated FAA audit every 2 years & monitored employee",10
P006401,resume_classification_phrases,DS2_00567,21,MORTGAGE BANKING EXECUTIVE ANALYST Summary Focused Operations Manager successful in contract negotiation and process improvement.,15
P006402,resume_classification_phrases,DS2_00547,21,"MORTGAGE BANKING UNDERWRITER II Experience Mortgage Banking Underwriter II , 04/2017 to Current Company Name – City , State Analyze loan documentation to determine debt to income ratios, verification of assets, and credit",29
P006403,resume_classification_phrases,DS2_00516,21,"MORTGAGE GROUP OPERATIONS MANAGER, BANKING OFFICER Summary Self-motivated banking professional offering strong communication and quick thinking skills.",16
P006404,resume_classification_phrases,DS2_00281,17,"MULTI-SKILLED ENGINEERING MANAGER Qualifications Microsoft Project Microsoft Office Microsoft Visio IBM Rationale DOORS Communication/Presentations Risk Analysis Process Improvement CMPro Experience Multi-Skilled Engineering Manager 03/2015 to Current Company Name City , State Graduate of Boeing's GS&S Emerging Leadership Development Program.",35
P006405,resume_classification_phrases,DS2_00066,11,"Macintosh Support Specialist May 2000 to May 2004 Company Name － City , State Maintained network of 100+ Macintosh and Windows clients.",19
P006406,sales_phrases,70528646,SALES,Made and submitted all monthly allocation sheets.,7
P006407,sales_phrases,13178604,SALES,Made contacts with significant contributors and corporate relations.,8
P006408,sales_phrases,15620421,SALES,"Made copies, sent faxes and handled all incoming and outgoing correspondence.",11
P006409,resume_classification_phrases,DS2_00349,11,Made processes reliable and repeatable to achieve quality standards in single digit PPMs.,13
