Phrase_ID,Resume_ID,Category,Phrase,Word_Count
P002388,19147494,SALES,"Passionate about retail sales, customer relationship management and merchandising.",9
P002389,19147494,SALES,"Results-oriented Customer Service with exceptional record of accomplishment in exceeding sales, service and performance targets.",14
P002390,19147494,SALES,"In-depth understanding of Ag / Lawn and implement products, services and market conditions.",11
P002391,19147494,SALES,High-energy team player ready to leverage abilities to improve sales numbers and company success.,13
P002392,19147494,SALES,"Tisco, A&I Products, Becknell Wholesale Created long lasting relationships with customers needing help with their equipment.",17
P002393,19147494,SALES,"Communicated with customers to assist them with their parts purchasing , troubleshooting when needed by contacting manufactures explaining the customers failure or questions for a quick resolution.",26
P002394,19147494,SALES,Handled cash of large amounts with no discrepancies.,8
P002395,19147494,SALES,Prepared deposits and took them to the bank when ever needed.,11
P002396,19147494,SALES,"Retained product, service and company policy knowledge to serve as resource for both coworkers and customers.",16
P002397,19147494,SALES,"Answered incoming telephone calls to provide information about products, services, store hours, policies and promotions.",15
P002398,19147494,SALES,Sold various products by explaining unique features and educating customers on proper application.,13
P002399,19147494,SALES,Offered product and service consultations and employed upselling techniques.,9
P002400,19147494,SALES,Negotiated and closed deals with minimal oversight.,7
P002401,19147494,SALES,"Prepared cash deposits up to $20,000 with zero discrepancies.",8
P002402,19147494,SALES,"Listened to customer needs to identify and recommend optimal Equipment , Parts or Service selections.",14
P002403,19147494,SALES,"Executed 100 outbound calls each week to existing customers, resulting in 45% increase in sales.",15
P002404,19147494,SALES,Processed orders through each manufactures website and coordinated product deliveries.,10
P002405,19147494,SALES,"Company Name | City , State Equipment Rental Manager 11/2013 - 08/2016 Extended existing customer relationships through extensive communication and tried-and-true marketing strategies.",17
P002406,19147494,SALES,Collaborated cross-functionally on the proper equipment which led to Customers job to be completed in effective time.,16
P002407,19147494,SALES,Forecasted trends in expected business levels and adjusted labor and inventory to match expectations.,14
P002408,19147494,SALES,"Strengthened operational efficiencies and traceability, developing organizational filing systems for confidential client records and reports for storage leasing.",18
P002409,19147494,SALES,"Inputted customer data into company system, safeguarding financial and personal information to avoid breaches.",14
P002410,19147494,SALES,Executed relations strategies to foster better customer service and promote positive and engaging environment for all.,16
P002411,19147494,SALES,"Remained calm and professional in stressful circumstances and when dealing with unhappy customers, effectively diffusing situations.",16
P002412,19147494,SALES,"Company Name | City , State Parts/Customer Service Sales Representative 01/2010 - 11/2013 Generated more than 15 leads per week and pursued appointment opportunities to convert prospects into new customers.",24
P002413,19147494,SALES,Assisted customers with their maintenance requirements to keep equipment in proper and top performance.,14
P002414,19147494,SALES,"Filed warranties with manufactures , collected all cost for parts and labor along with any other fees which applied to each repair.",21
P002415,19147494,SALES,Assisted technicians with any questions on specs or maintenance requirements Reviewed open repairs and properly followed thru with notating any and all work performed for the customers understanding of any repair completed.,32
P002416,19147494,SALES,"Educated customers on service plans, including upgrades.",7
P002417,19147494,SALES,"Company Name | City , State Parts Salesman 02/2002 - 08/2010 Operated point of sales and parts lookup computer systems.",15
P002418,19147494,SALES,Opened crates to replenish stocked items in proper aisles.,9
P002419,19147494,SALES,Researched and identified alternative vendors with better prices to save company $[Amount] over [Timeframe] .,14
P002420,19147494,SALES,"Education and Training Conroe High School | City , State High School Diploma 05/1987 Customer Service and Warranty award Exceeding expectations in equipment rental revenue.",22
P002421,19147494,SALES,Filing and following through with warranty claims insuring company to collect all more required to repair equipment covered under warranty.,20
P002422,19147494,SALES,Helped collect multiple locations warrantys old and new.,8
P002423,14358578,SALES,Camryn Hilliard Professional Summary Highly motivated Sales Associate with extensive customer service and sales experience.,15
P002424,14358578,SALES,"Outgoing sales professional with track record of driving increased sales, improving buying experience and elevating company profile with target market.",20
P002425,14358578,SALES,Consistently recognized for sales performance and excellence in customer service.,10
P002426,14358578,SALES,Delivered high level of assistance by locating products and checking store system for merchandise at other sites.,17
P002427,14358578,SALES,Educated customers on promotions to enhance sales.,7
P002428,14358578,SALES,Completed orders through store provided system system and organized product deliveries to meet customer timetables.,15
P002429,14358578,SALES,Applied security and loss prevention training toward recognizing risks and reducing store theft.,13
P002430,14358578,SALES,Maintained customer satisfaction while handling product returns quickly and professionally.,10
P002431,14358578,SALES,"Liaised with customers and recommended specific products and specials, aligning with individual needs, requirements and specifications.",16
P002432,14358578,SALES,"Provided positive first impressions to welcome existing, new and potential customers.",11
P002433,14358578,SALES,Answered customer questions regarding sizing and accessories and explained how to properly care for merchandise.,15
P002434,14358578,SALES,"Maintained records related to sales, returns and inventory availability.",9
P002435,14358578,SALES,"Evaluated inventory and delivery needs, optimizing strategies to meet customer demands.",11
P002436,14358578,SALES,Processed product returns and assisted customers with other selections.,9
P002437,14358578,SALES,Worked alongside retail representatives to boost sales by enhancing product presentations and advertising collateral.,14
P002438,14358578,SALES,Educated associates on market trends and stayed up-to-date on forecasts and Pandora news.,12
P002439,14358578,SALES,Tracked stock using company inventory management software.,7
P002440,14358578,SALES,Prepared merchandise for sales floor by pricing or tagging.,9
P002441,14358578,SALES,"Analyzed and properly processed product returns, assisting customers with finding alternative merchandise to meet needs.",15
P002442,14358578,SALES,"Maintained organized, presentable merchandise to drive continuous sales.",8
